"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-09 15:00","2019","11","09","15:00","3.6","","-4.6","","55","","","","","","","","100.11","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-09 16:00","2019","11","09","16:00","3.7","","-4.1","","57","","","","","","","","100.08","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-09 17:00","2019","11","09","17:00","3.8","","-3.8","","58","","","","","","","","100.08","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-09 18:00","2019","11","09","18:00","4.0","","-3.0","","60","","","","","","","","100.08","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-09 19:00","2019","11","09","19:00","4.2","","-3.0","","59","","","","","","","","100.06","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-09 20:00","2019","11","09","20:00","4.3","","-2.4","","62","","","","","","","","100.05","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-09 21:00","2019","11","09","21:00","4.3","","-3.1","","59","","","","","","","","100.04","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-09 22:00","2019","11","09","22:00","4.1","","-3.2","","59","","","","","","","","100.04","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-09 23:00","2019","11","09","23:00","3.9","","-3.2","","60","","","","","","","","99.98","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-10 00:00","2019","11","10","00:00","3.4","","-3.3","","61","","","","","","","","99.95","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-10 01:00","2019","11","10","01:00","3.2","","-2.8","","65","","","","","","","","99.86","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-10 02:00","2019","11","10","02:00","3.1","","-2.5","","66","","","","","","","","99.83","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-10 03:00","2019","11","10","03:00","3.7","","-1.7","","68","","","","","","","","99.76","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-10 04:00","2019","11","10","04:00","4.1","","-1.2","","69","","","","","","","","99.75","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-10 05:00","2019","11","10","05:00","4.1","","-2.0","","65","","","","","","","","99.70","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-10 06:00","2019","11","10","06:00","4.6","","-1.6","","64","","","","","","","","99.68","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-10 07:00","2019","11","10","07:00","4.8","","-1.7","","63","","","","","","","","99.71","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-10 08:00","2019","11","10","08:00","4.8","","-2.1","","61","","","","","","","","99.76","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-10 09:00","2019","11","10","09:00","5.2","","-1.6","","62","","","","","","","","99.80","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-10 10:00","2019","11","10","10:00","6.0","","-1.1","","60","","","","","","","","99.82","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-10 11:00","2019","11","10","11:00","6.8","","0.0","","62","","","","","","","","99.85","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-10 12:00","2019","11","10","12:00","7.3","","0.4","","62","","","","","","","","99.82","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-10 13:00","2019","11","10","13:00","7.3","","0.0","","60","","","","","","","","99.84","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-10 14:00","2019","11","10","14:00","7.4","","0.3","","61","","","","","","","","99.90","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-10 15:00","2019","11","10","15:00","6.6","","0.6","","66","","","","","","","","99.92","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-10 16:00","2019","11","10","16:00","5.2","","1.8","","78","","","","","","","","100.03","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-10 17:00","2019","11","10","17:00","5.5","","0.4","","70","","","","","","","","100.10","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-10 18:00","2019","11","10","18:00","5.5","","0.3","","69","","","","","","","","100.18","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-10 19:00","2019","11","10","19:00","4.2","","-1.1","","69","","","","","","","","100.25","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-10 20:00","2019","11","10","20:00","4.2","","-1.0","","69","","","","","","","","100.28","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-10 21:00","2019","11","10","21:00","3.3","","-1.0","","73","","","","","","","","100.36","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-10 22:00","2019","11","10","22:00","1.9","","-1.7","","77","","","","","","","","100.42","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-10 23:00","2019","11","10","23:00","0.9","","-2.4","","78","","","","","","","","100.50","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-11 00:00","2019","11","11","00:00","0.5","","-2.5","","80","","","","","","","","100.53","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-11 01:00","2019","11","11","01:00","-0.1","","-3.8","","76","","","","","","","","100.60","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-11 02:00","2019","11","11","02:00","0.0","","-4.9","","69","","","","","","","","100.63","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-11 03:00","2019","11","11","03:00","-0.6","","-6.0","","67","","","","","","","","100.69","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-11 04:00","2019","11","11","04:00","-0.7","","-8.2","","57","","","","","","","","100.73","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-11 05:00","2019","11","11","05:00","-0.7","","-8.8","","54","","","","","","","","100.76","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-11 06:00","2019","11","11","06:00","-0.6","","-9.5","","51","","","","","","","","100.79","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-11 07:00","2019","11","11","07:00","-0.7","","-8.6","","55","","","","","","","","100.82","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-11 08:00","2019","11","11","08:00","-1.2","","-6.6","","67","","","","","","","","100.92","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-11 09:00","2019","11","11","09:00","-1.7","","-4.8","","80","","","","","","","","100.96","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-11 10:00","2019","11","11","10:00","-2.0","","-4.2","","85","","","","","","","","100.95","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-11 11:00","2019","11","11","11:00","-2.0","","-4.2","","85","","","","","","","","100.85","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-11 12:00","2019","11","11","12:00","-2.2","","-4.4","","85","","","","","","","","100.82","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-11 13:00","2019","11","11","13:00","-2.5","","-4.7","","85","","","","","","","","100.71","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-11 14:00","2019","11","11","14:00","-2.9","","-4.9","","87","","","","","","","","100.68","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-11 15:00","2019","11","11","15:00","-3.2","","-5.4","","85","","","","","","","","100.69","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-11 16:00","2019","11","11","16:00","-3.9","","-6.4","","83","","","","","","","","100.67","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-11 17:00","2019","11","11","17:00","-4.4","","-6.5","","85","","","","","","","","100.58","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-11 18:00","2019","11","11","18:00","-4.4","","-6.3","","87","","","","","","","","100.57","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-11 19:00","2019","11","11","19:00","-5.0","","-7.0","","86","","","","","","","","100.52","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-11 20:00","2019","11","11","20:00","-5.0","","-6.9","","87","","","","","","","","100.52","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-11 21:00","2019","11","11","21:00","-5.6","","-7.3","","88","","","","","","","","100.46","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-11 22:00","2019","11","11","22:00","-5.5","","-7.2","","88","","","","","","","","100.45","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-11 23:00","2019","11","11","23:00","-5.8","","-7.6","","88","","","","","","","","100.40","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-12 00:00","2019","11","12","00:00","-5.9","","-7.6","","88","","","","","","","","100.36","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-12 01:00","2019","11","12","01:00","-6.1","","-7.8","","87","","","","","","","","100.35","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-12 02:00","2019","11","12","02:00","-6.1","","-8.8","","81","","","","","","","","100.35","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-12 03:00","2019","11","12","03:00","-5.9","","-9.7","","74","","","","","","","","100.38","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-12 04:00","2019","11","12","04:00","-5.9","","-8.9","","79","","","","","","","","100.40","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-12 05:00","2019","11","12","05:00","-6.1","","-9.4","","77","","","","","","","","100.45","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-12 06:00","2019","11","12","06:00","-6.4","","-10.1","","75","","","","","","","","100.49","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-12 07:00","2019","11","12","07:00","-6.9","","-10.9","","73","","","","","","","","100.53","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-12 08:00","2019","11","12","08:00","-7.3","","-11.6","","71","","","","","","","","100.65","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-12 09:00","2019","11","12","09:00","-7.2","","-11.6","","71","","","","","","","","100.72","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-12 10:00","2019","11","12","10:00","-7.5","","-13.4","","63","","","","","","","","100.77","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-12 11:00","2019","11","12","11:00","-6.6","","-12.5","","63","","","","","","","","100.79","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-12 12:00","2019","11","12","12:00","-5.7","","-12.8","","57","","","","","","","","100.77","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-12 13:00","2019","11","12","13:00","-5.1","","-14.5","","48","","","","","","","","100.76","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-12 14:00","2019","11","12","14:00","-4.3","","-12.2","","54","","","","","","","","100.77","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-12 15:00","2019","11","12","15:00","-5.0","","-13.6","","51","","","","","","","","100.83","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-12 16:00","2019","11","12","16:00","-4.7","","-17.2","","37","","","","","","","","100.86","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-12 17:00","2019","11","12","17:00","-5.8","","-17.0","","41","","","","","","","","100.92","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-12 18:00","2019","11","12","18:00","-6.6","","-15.1","","51","","","","","","","","100.96","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-12 19:00","2019","11","12","19:00","-6.8","","-13.3","","60","","","","","","","","100.99","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-12 20:00","2019","11","12","20:00","-7.0","","-12.1","","67","","","","","","","","101.00","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-12 21:00","2019","11","12","21:00","-7.1","","-11.0","","74","","","","","","","","101.01","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-12 22:00","2019","11","12","22:00","-7.2","","-11.2","","73","","","","","","","","101.01","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-12 23:00","2019","11","12","23:00","-7.5","","-11.5","","73","","","","","","","","101.03","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-13 00:00","2019","11","13","00:00","-7.8","","-12.0","","72","","","","","","","","101.07","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-13 01:00","2019","11","13","01:00","-8.6","","-12.8","","72","","","","","","","","101.10","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-13 02:00","2019","11","13","02:00","-9.3","","-13.3","","73","","","","","","","","101.17","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-13 03:00","2019","11","13","03:00","-10.0","","-13.5","","75","","","","","","","","101.21","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-13 04:00","2019","11","13","04:00","-10.6","","-14.8","","71","","","","","","","","101.26","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-13 05:00","2019","11","13","05:00","-10.8","","-15.4","","69","","","","","","","","101.32","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-13 06:00","2019","11","13","06:00","-11.1","","-15.7","","69","","","","","","","","101.38","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-13 07:00","2019","11","13","07:00","-11.0","","-15.3","","71","","","","","","","","101.41","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-13 08:00","2019","11","13","08:00","-10.3","","-14.6","","71","","","","","","","","101.44","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-13 09:00","2019","11","13","09:00","-9.3","","-14.3","","67","","","","","","","","101.51","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-13 10:00","2019","11","13","10:00","-7.5","","-13.6","","62","","","","","","","","101.52","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-13 11:00","2019","11","13","11:00","-5.8","","-12.7","","58","","","","","","","","101.51","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-13 12:00","2019","11","13","12:00","-5.0","","-11.6","","60","","","","","","","","101.51","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-13 13:00","2019","11","13","13:00","-4.7","","-10.2","","65","","","","","","","","101.47","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-13 14:00","2019","11","13","14:00","-4.4","","-9.8","","66","","","","","","","","101.43","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-13 15:00","2019","11","13","15:00","-3.9","","-8.5","","70","","","","","","","","101.37","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-13 16:00","2019","11","13","16:00","-3.8","","-7.3","","77","","","","","","","","101.31","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-13 17:00","2019","11","13","17:00","-3.3","","-7.2","","75","","","","","","","","101.22","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-13 18:00","2019","11","13","18:00","-3.2","","-7.4","","73","","","","","","","","101.16","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-13 19:00","2019","11","13","19:00","-3.1","","-5.7","","82","","","","","","","","101.12","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-13 20:00","2019","11","13","20:00","-2.7","","-5.1","","84","","","","","","","","101.09","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-13 21:00","2019","11","13","21:00","-2.8","","-4.7","","87","","","","","","","","101.03","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-13 22:00","2019","11","13","22:00","-1.3","","-4.7","","78","","","","","","","","100.97","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-13 23:00","2019","11","13","23:00","-0.3","","-6.5","","63","","","","","","","","100.89","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-14 00:00","2019","11","14","00:00","0.0","","-6.5","","62","","","","","","","","100.84","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-14 01:00","2019","11","14","01:00","0.0","","-6.6","","61","","","","","","","","100.78","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-14 02:00","2019","11","14","02:00","0.1","","-6.7","","60","","","","","","","","100.74","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-14 03:00","2019","11","14","03:00","0.0","","-6.4","","62","","","","","","","","100.68","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-14 04:00","2019","11","14","04:00","0.4","","-5.8","","63","","","","","","","","100.62","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-14 05:00","2019","11","14","05:00","0.5","","-4.8","","67","","","","","","","","100.57","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-14 06:00","2019","11","14","06:00","0.7","","-3.7","","72","","","","","","","","100.58","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-14 07:00","2019","11","14","07:00","-0.3","","-4.3","","74","","","","","","","","100.62","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-14 08:00","2019","11","14","08:00","-0.9","","-5.1","","73","","","","","","","","100.67","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-14 09:00","2019","11","14","09:00","-1.2","","-5.3","","73","","","","","","","","100.71","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-14 10:00","2019","11","14","10:00","-1.5","","-4.6","","79","","","","","","","","100.72","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-14 11:00","2019","11","14","11:00","-1.0","","-4.5","","77","","","","","","","","100.72","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-14 12:00","2019","11","14","12:00","0.0","","-4.5","","72","","","","","","","","100.71","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-14 13:00","2019","11","14","13:00","0.9","","-5.5","","62","","","","","","","","100.68","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-14 14:00","2019","11","14","14:00","1.2","","-5.2","","62","","","","","","","","100.66","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-14 15:00","2019","11","14","15:00","1.5","","-5.9","","57","","","","","","","","100.67","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-14 16:00","2019","11","14","16:00","1.2","","-5.4","","61","","","","","","","","100.71","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-14 17:00","2019","11","14","17:00","1.1","","-4.8","","65","","","","","","","","100.73","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-14 18:00","2019","11","14","18:00","1.1","","-4.6","","66","","","","","","","","100.77","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-14 19:00","2019","11","14","19:00","1.0","","-4.5","","67","","","","","","","","100.79","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-14 20:00","2019","11","14","20:00","0.8","","-4.2","","69","","","","","","","","100.78","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-14 21:00","2019","11","14","21:00","1.1","","-5.3","","62","","","","","","","","100.77","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-14 22:00","2019","11","14","22:00","0.9","","-5.5","","62","","","","","","","","100.72","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-14 23:00","2019","11","14","23:00","0.8","","-5.0","","65","","","","","","","","100.69","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-15 00:00","2019","11","15","00:00","0.9","","-5.1","","64","","","","","","","","100.68","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-15 01:00","2019","11","15","01:00","0.9","","-4.8","","65","","","","","","","","100.61","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-15 02:00","2019","11","15","02:00","0.9","","-4.5","","67","","","","","","","","100.60","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-15 03:00","2019","11","15","03:00","0.8","","-5.0","","65","","","","","","","","100.61","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-15 04:00","2019","11","15","04:00","0.7","","-5.0","","66","","","","","","","","100.60","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-15 05:00","2019","11","15","05:00","0.9","","-4.9","","66","","","","","","","","100.63","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-15 06:00","2019","11","15","06:00","0.7","","-4.8","","67","","","","","","","","100.64","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-15 07:00","2019","11","15","07:00","0.5","","-4.6","","68","","","","","","","","100.65","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-15 08:00","2019","11","15","08:00","0.6","","-4.2","","70","","","","","","","","100.69","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-15 09:00","2019","11","15","09:00","0.7","","-4.0","","71","","","","","","","","100.73","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-15 10:00","2019","11","15","10:00","0.8","","-3.5","","73","","","","","","","","100.76","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-15 11:00","2019","11","15","11:00","1.1","","-3.1","","73","","","","","","","","100.81","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-15 12:00","2019","11","15","12:00","1.9","","-2.7","","72","","","","","","","","100.77","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-15 13:00","2019","11","15","13:00","2.6","","-3.0","","67","","","","","","","","100.76","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-15 14:00","2019","11","15","14:00","3.2","","-3.0","","64","","","","","","","","100.80","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-15 15:00","2019","11","15","15:00","3.9","","-2.9","","61","","","","","","","","100.82","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-15 16:00","2019","11","15","16:00","3.3","","-2.7","","65","","","","","","","","100.91","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-15 17:00","2019","11","15","17:00","3.4","","-3.8","","59","","","","","","","","101.06","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-15 18:00","2019","11","15","18:00","2.9","","-4.8","","57","","","","","","","","101.17","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-15 19:00","2019","11","15","19:00","2.5","","-6.5","","51","","","","","","","","101.28","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-15 20:00","2019","11","15","20:00","1.1","","-4.6","","66","","","","","","","","101.38","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-15 21:00","2019","11","15","21:00","0.2","","-7.7","","55","","","","","","","","101.52","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-15 22:00","2019","11","15","22:00","-1.5","","-10.2","","51","","","","","","","","101.63","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-15 23:00","2019","11","15","23:00","-2.3","","-12.3","","46","","","","","","","","101.72","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-16 00:00","2019","11","16","00:00","-3.9","","-13.7","","47","","","","","","","","101.80","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-16 01:00","2019","11","16","01:00","-5.4","","-14.6","","48","","","","","","","","101.84","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-16 02:00","2019","11","16","02:00","-6.3","","-14.6","","52","","","","","","","","101.88","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-16 03:00","2019","11","16","03:00","-6.8","","-14.7","","53","","","","","","","","101.91","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-16 04:00","2019","11","16","04:00","-7.4","","-14.8","","55","","","","","","","","101.95","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-16 05:00","2019","11","16","05:00","-7.8","","-14.8","","57","","","","","","","","102.00","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-16 06:00","2019","11","16","06:00","-8.1","","-15.2","","57","","","","","","","","102.06","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-16 07:00","2019","11","16","07:00","-8.4","","-14.8","","60","","","","","","","","102.12","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-16 08:00","2019","11","16","08:00","-8.4","","-14.5","","61","","","","","","","","102.19","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-16 09:00","2019","11","16","09:00","-7.5","","-13.3","","63","","","","","","","","102.27","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-16 10:00","2019","11","16","10:00","-6.5","","-12.1","","65","","","","","","","","102.28","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-16 11:00","2019","11","16","11:00","-5.0","","-9.0","","74","","","","","","","","102.27","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-16 12:00","2019","11","16","12:00","-3.8","","-7.7","","74","","","","","","","","102.18","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-16 13:00","2019","11","16","13:00","-3.5","","-7.3","","75","","","","","","","","102.09","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-16 14:00","2019","11","16","14:00","-3.2","","-7.6","","72","","","","","","","","102.03","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-16 15:00","2019","11","16","15:00","-2.9","","-7.4","","71","","","","","","","","101.98","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-16 16:00","2019","11","16","16:00","-2.7","","-7.2","","71","","","","","","","","101.96","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-16 17:00","2019","11","16","17:00","-2.7","","-8.3","","66","","","","","","","","101.94","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-16 18:00","2019","11","16","18:00","-2.4","","-8.5","","63","","","","","","","","101.92","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-16 19:00","2019","11","16","19:00","-2.2","","-9.5","","57","","","","","","","","101.89","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-16 20:00","2019","11","16","20:00","-3.5","","-12.7","","49","","","","","","","","101.86","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2019-11-16 21:00","2019","11","16","21:00","-4.0","","-12.8","","50","","","","","","","","101.80","","","","","","NA"
